trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
4010,15L,2,"BUFFALOE",,1,401,shp-15L-03,0,0
578050,15L,3,"BUFFALOE",,1,5405,shp-15L-03,0,0
869070,15L,4,"BUFFALOE",,1,707,shp-15L-03,0,0
3192020,15L,1,"BUFFALOE",,1,5402,shp-15L-03,0,0
5156070,15L,4,"BUFFALOE",,1,707,shp-15L-03,0,0
1919020,15L,1,"BUFFALOE",,1,5402,shp-15L-03,0,0
4926050,15L,3,"BUFFALOE",,1,5405,shp-15L-04,0,0
1036050,15L,3,"BUFFALOE",,1,5405,shp-15L-03,0,0
599010,15L,2,"BUFFALOE",,1,401,shp-15L-03,0,0
754050,15L,3,"BUFFALOE",,1,5405,shp-15L-03,0,0
327070,15L,4,"BUFFALOE",,1,707,shp-15L-03,0,0
4140010,15L,2,"BUFFALOE",,1,401,shp-15L-03,0,0
1001050,15L,3,"BUFFALOE",,1,5405,shp-15L-03,0,0
2358010,15L,2,"BUFFALOE",,1,401,shp-15L-03,0,0
5476010,15L,2,"BUFFALOE",,1,401,shp-15L-03,0,0
5313070,15L,4,"BUFFALOE",,1,707,shp-15L-03,0,0
274020,15L,1,"BUFFALOE",,1,5402,shp-15L-04,0,0
3965020,15L,1,"BUFFALOE",,1,5402,shp-15L-03,0,0
975070,15L,4,"BUFFALOE",,1,707,shp-15L-03,0,0
3020,15L,1,"BUFFALOE",,1,5402,shp-15L-04,0,0
4279050,15L,3,"BUFFALOE",,1,5405,shp-15L-03,0,0
777070,15L,4,"BUFFALOE",,1,707,shp-15L-03,0,0
1059050,15L,3,"BUFFALOE",,1,5405,shp-15L-03,0,0
3430020,15L,1,"BUFFALOE",,1,5402,shp-15L-03,0,0
3930010,15L,2,"BUFFALOE",,1,401,shp-15L-03,0,0
1948070,15L,4,"BUFFALOE",,1,707,shp-15L-03,0,0
50050,15L,3,"BUFFALOE",,1,5405,shp-15L-03,0,0
3869020,15L,1,"BUFFALOE",,1,5402,shp-15L-03,0,0
5183020,15L,1,"BUFFALOE",,1,5402,shp-15L-04,0,0
2501050,15L,3,"BUFFALOE",,1,5405,shp-15L-03,0,0
1919050,15L,3,"BUFFALOE",,1,5405,shp-15L-03,0,0
5183050,15L,3,"BUFFALOE",,1,5405,shp-15L-04,0,0
1001020,15L,1,"BUFFALOE",,1,5402,shp-15L-03,0,0
1059020,15L,1,"BUFFALOE",,1,5402,shp-15L-03,0,0
2217010,15L,2,"BUFFALOE",,1,401,shp-15L-03,0,0
50020,15L,1,"BUFFALOE",,1,5402,shp-15L-03,0,0
1419070,15L,4,"BUFFALOE",,1,707,shp-15L-03,0,0
578020,15L,1,"BUFFALOE",,1,5402,shp-15L-03,0,0
2501020,15L,1,"BUFFALOE",,1,5402,shp-15L-03,0,0
1731070,15L,4,"BUFFALOE",,1,707,shp-15L-03,0,0
4279020,15L,1,"BUFFALOE",,1,5402,shp-15L-03,0,0
2576020,15L,1,"BUFFALOE",,1,5402,shp-15L-03,0,0
4855070,15L,4,"BUFFALOE",,1,707,shp-15L-03,0,0
1448070,15L,4,"BUFFALOE",,1,707,shp-15L-03,0,0
361020,15L,1,"BUFFALOE",,1,5402,shp-15L-03,0,0
2875010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
1631050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
841010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
2669070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
3517070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
4807050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
3651020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
1334050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
2206010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
4807020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
3731010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
3998050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
4590070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
1616010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
2450020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
1592020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
2450050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
5289070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
5485010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
4182020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
4012070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
22020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
5381020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
1592050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
262020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
3202070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
2129010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
2811070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
3304050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
5178070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
963050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
1403020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
518010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
5381050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
1483020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
5200010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
2894050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
3758010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
1403050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
2507020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
417010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
2307070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
1019070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
22050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
2901020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
2176020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
3385070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
1750010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
3265070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
4919010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
3820050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
2833070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
2602050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
262050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
2772010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
982010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
1289070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
4661070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
3786010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
1631020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
2433070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
2901050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
4977010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
2894020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
2760020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
2760050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
3820020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
3998020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
2335010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
3304020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
4208010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
3906070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
4589010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
1483050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
107070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
2507050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
708010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
5258070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
3677050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
4368070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
4182050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
3677020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
3651050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
2176050,15L,3,"NEW HOPE COMMONS",,0,5405,shp-15L-52,0,0
2602020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
4999070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
963020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
217070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
2050010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
1334020,15L,1,"NEW HOPE COMMONS",,0,5402,shp-15L-52,0,0
1645010,15L,2,"NEW HOPE COMMONS",,0,401,shp-15L-52,0,0
2849070,15L,4,"NEW HOPE COMMONS",,0,707,shp-15L-52,0,0
4295020,16,1,"CRABTREE VALLEY MALL",,0,1402,shp-16-51,0,0
5161070,16,4,"CRABTREE VALLEY MALL",,0,5307,shp-16-51,0,0
4501070,16,4,"CRABTREE VALLEY MALL",,0,5607,shp-16-51,0,0
2339020,16,1,"CRABTREE VALLEY MALL",,0,4302,shp-16-51,0,0
1743020,16,1,"CRABTREE VALLEY MALL",,0,4302,shp-16-51,0,0
465020,16,1,"CRABTREE VALLEY MALL",,0,5902,shp-16-51,0,0
4119020,16,1,"CRABTREE VALLEY MALL",,0,4502,shp-16-51,0,0
2481050,16,3,"CRABTREE VALLEY MALL",,0,4005,shp-16-51,0,0
2525050,16,3,"CRABTREE VALLEY MALL",,0,8105,shp-16-51,0,0
1648050,16,3,"CRABTREE VALLEY MALL",,0,4105,shp-16-51,0,0
2312070,16,4,"CRABTREE VALLEY MALL",,0,4807,shp-16-51,0,0
730010,16,2,"CRABTREE VALLEY MALL",,0,4201,shp-16-51,0,0
1743050,16,3,"CRABTREE VALLEY MALL",,0,4305,shp-16-51,0,0
3287020,16,1,"CRABTREE VALLEY MALL",,0,7902,shp-16-51,0,0
4014020,16,1,"CRABTREE VALLEY MALL",,0,4102,shp-16-51,0,0
2126070,16,4,"CRABTREE VALLEY MALL",,0,6107,shp-16-51,0,0
1186070,16,4,"CRABTREE VALLEY MALL",,0,5507,shp-16-51,0,0
4682050,16,3,"CRABTREE VALLEY MALL",,0,8005,shp-16-51,0,0
3368050,16,3,"CRABTREE VALLEY MALL",,0,4105,shp-16-51,0,0
1648020,16,1,"CRABTREE VALLEY MALL",,0,4102,shp-16-51,0,0
3368020,16,1,"CRABTREE VALLEY MALL",,0,4102,shp-16-51,0,0
1727070,16,4,"CRABTREE VALLEY MALL",,0,5207,shp-16-51,0,0
196010,16,2,"CRABTREE VALLEY MALL",,0,4601,shp-16-51,0,0
3261070,16,4,"CRABTREE VALLEY MALL",,0,6007,shp-16-51,0,0
1254020,16,1,"CRABTREE VALLEY MALL",,0,1602,shp-16-51,0,0
3797010,16,2,"CRABTREE VALLEY MALL",,0,4501,shp-16-51,0,0
546010,16,2,"CRABTREE VALLEY MALL",,0,5601,shp-16-51,0,0
5279010,16,2,"CRABTREE VALLEY MALL",,0,5901,shp-16-51,0,0
3147010,16,2,"CRABTREE VALLEY MALL",,0,6301,shp-16-51,0,0
1894020,16,1,"CRABTREE VALLEY MALL",,0,8802,shp-16-51,0,0
3097070,16,4,"CRABTREE VALLEY MALL",,0,6607,shp-16-51,0,0
4295050,16,3,"CRABTREE VALLEY MALL",,0,1405,shp-16-51,0,0
1187050,16,3,"CRABTREE VALLEY MALL",,0,4105,shp-16-51,0,0
1055020,16,1,"CRABTREE VALLEY MALL",,0,4602,shp-16-51,0,0
2311020,16,1,"CRABTREE VALLEY MALL",,0,4002,shp-16-51,0,0
4949010,16,2,"CRABTREE VALLEY MALL",,0,5701,shp-16-51,0,0
3287050,16,3,"CRABTREE VALLEY MALL",,0,7905,shp-16-51,0,0
1650020,16,1,"CRABTREE VALLEY MALL",,0,4502,shp-16-51,0,0
2482010,16,2,"CRABTREE VALLEY MALL",,0,4001,shp-16-51,0,0
2505070,16,4,"CRABTREE VALLEY MALL",,0,4607,shp-16-51,0,0
4014050,16,3,"CRABTREE VALLEY MALL",,0,4105,shp-16-51,0,0
2339050,16,3,"CRABTREE VALLEY MALL",,0,4305,shp-16-51,0,0
4682020,16,1,"CRABTREE VALLEY MALL",,0,8002,shp-16-51,0,0
1999010,16,2,"CRABTREE VALLEY MALL",,0,4501,shp-16-51,0,0
68050,16,3,"CRABTREE VALLEY MALL",,0,8805,shp-16-51,0,0
68020,16,1,"CRABTREE VALLEY MALL",,0,8802,shp-16-51,0,0
1173010,16,2,"CRABTREE VALLEY MALL",,0,4601,shp-16-51,0,0
2229070,16,4,"CRABTREE VALLEY MALL",,0,5807,shp-16-51,0,0
374050,16,3,"CRABTREE VALLEY MALL",,0,4405,shp-16-51,0,0
2481020,16,1,"CRABTREE VALLEY MALL",,0,4002,shp-16-51,0,0
1187020,16,1,"CRABTREE VALLEY MALL",,0,4102,shp-16-51,0,0
1358070,16,4,"CRABTREE VALLEY MALL",,0,6107,shp-16-51,0,0
1055050,16,3,"CRABTREE VALLEY MALL",,0,4605,shp-16-51,0,0
4202010,16,2,"CRABTREE VALLEY MALL",,0,4201,shp-16-51,0,0
374020,16,1,"CRABTREE VALLEY MALL",,0,4402,shp-16-51,0,0
465050,16,3,"CRABTREE VALLEY MALL",,0,5905,shp-16-51,0,0
3790050,16,3,"CRABTREE VALLEY MALL",,0,7905,shp-16-51,0,0
3790020,16,1,"CRABTREE VALLEY MALL",,0,7902,shp-16-51,0,0
5224050,16,3,"CRABTREE VALLEY MALL",,0,4605,shp-16-51,0,0
2311050,16,3,"CRABTREE VALLEY MALL",,0,4005,shp-16-51,0,0
3701020,16,1,"CRABTREE VALLEY MALL",,0,4302,shp-16-51,0,0
3701050,16,3,"CRABTREE VALLEY MALL",,0,4305,shp-16-51,0,0
5380010,16,2,"CRABTREE VALLEY MALL",,0,4101,shp-16-51,0,0
1325070,16,4,"CRABTREE VALLEY MALL",,0,5307,shp-16-51,0,0
2342010,16,2,"CRABTREE VALLEY MALL",,0,4901,shp-16-51,0,0
4119050,16,3,"CRABTREE VALLEY MALL",,0,4505,shp-16-51,0,0
5416070,16,4,"CRABTREE VALLEY MALL",,0,5207,shp-16-51,0,0
5224020,16,1,"CRABTREE VALLEY MALL",,0,4602,shp-16-51,0,0
1894050,16,3,"CRABTREE VALLEY MALL",,0,8805,shp-16-51,0,0
2525020,16,1,"CRABTREE VALLEY MALL",,0,8102,shp-16-51,0,0
1254050,16,3,"CRABTREE VALLEY MALL",,0,1605,shp-16-51,0,0
1650050,16,3,"CRABTREE VALLEY MALL",,0,4505,shp-16-51,0,0
908070,16,4,"CRABTREE VALLEY MALL",,0,4307,shp-16-51,0,0
4264070,16,4,"CRABTREE VALLEY MALL",,0,6107,shp-16-51,0,0
191010,16,2,"CRABTREE VALLEY MALL",,0,4401,shp-16-51,0,0
2175070,16,4,"CRABTREE VALLEY MALL",,0,6207,shp-16-51,0,0
4727010,16,2,"CRABTREE VALLEY MALL",,0,5401,shp-16-51,0,0
4328010,16,2,"CRABTREE VALLEY MALL",,0,6101,shp-16-51,0,0
4526020,16,1,"DOWNTOWN",,1,8002,shp-16-01,0,0
749020,16,1,"DOWNTOWN",,1,8802,shp-16-01,0,0
5428050,16,3,"DOWNTOWN",,1,1405,shp-16-01,0,0
5130010,16,2,"DOWNTOWN",,1,6101,shp-16-01,0,0
4234010,16,2,"DOWNTOWN",,1,4401,shp-16-01,0,0
4526050,16,3,"DOWNTOWN",,1,8005,shp-16-01,0,0
574010,16,2,"DOWNTOWN",,1,4101,shp-16-01,0,0
4285020,16,1,"DOWNTOWN",,1,8802,shp-16-01,0,0
5094010,16,2,"DOWNTOWN",,1,4501,shp-16-01,0,0
4937020,16,1,"DOWNTOWN",,1,4002,shp-16-01,0,0
5374070,16,4,"DOWNTOWN",,1,4307,shp-16-01,0,0
2204070,16,4,"DOWNTOWN",,1,6007,shp-16-01,0,0
1445020,16,1,"DOWNTOWN",,1,4002,shp-16-01,0,0
5179010,16,2,"DOWNTOWN",,1,4601,shp-16-01,0,0
4667070,16,4,"DOWNTOWN",,1,6207,shp-16-01,0,0
4751020,16,1,"DOWNTOWN",,1,4502,shp-16-01,0,0
2989070,16,4,"DOWNTOWN",,1,5607,shp-16-01,0,0
3316070,16,4,"DOWNTOWN",,1,6107,shp-16-01,0,0
1253070,16,4,"DOWNTOWN",,1,4607,shp-16-01,0,0
4109020,16,1,"DOWNTOWN",,1,4602,shp-16-01,0,0
1129020,16,1,"DOWNTOWN",,1,7902,shp-16-01,0,0
4285050,16,3,"DOWNTOWN",,1,8805,shp-16-01,0,0
604020,16,1,"DOWNTOWN",,1,4302,shp-16-01,0,0
1986050,16,3,"DOWNTOWN",,1,5905,shp-16-01,0,0
1687020,16,1,"DOWNTOWN",,1,4602,shp-16-01,0,0
1635020,16,1,"DOWNTOWN",,1,4302,shp-16-01,0,0
950010,16,2,"DOWNTOWN",,1,5901,shp-16-01,0,0
218050,16,3,"DOWNTOWN",,1,7905,shp-16-01,0,0
4415070,16,4,"DOWNTOWN",,1,6107,shp-16-01,0,0
1811050,16,3,"DOWNTOWN",,1,4105,shp-16-01,0,0
1075070,16,4,"DOWNTOWN",,1,5307,shp-16-01,0,0
2512010,16,2,"DOWNTOWN",,1,4501,shp-16-01,0,0
284050,16,3,"DOWNTOWN",,1,4105,shp-16-01,0,0
4116070,16,4,"DOWNTOWN",,1,4807,shp-16-01,0,0
4494050,16,3,"DOWNTOWN",,1,4105,shp-16-01,0,0
1445050,16,3,"DOWNTOWN",,1,4005,shp-16-01,0,0
638070,16,4,"DOWNTOWN",,1,6607,shp-16-01,0,0
4391020,16,1,"DOWNTOWN",,1,4402,shp-16-01,0,0
2470020,16,1,"DOWNTOWN",,1,1602,shp-16-01,0,0
537010,16,2,"DOWNTOWN",,1,4201,shp-16-01,0,0
1042070,16,4,"DOWNTOWN",,1,5807,shp-16-01,0,0
284020,16,1,"DOWNTOWN",,1,4102,shp-16-01,0,0
5428020,16,1,"DOWNTOWN",,1,1402,shp-16-01,0,0
604050,16,3,"DOWNTOWN",,1,4305,shp-16-01,0,0
4031070,16,4,"DOWNTOWN",,1,5307,shp-16-01,0,0
92070,16,4,"DOWNTOWN",,1,5207,shp-16-01,0,0
4751050,16,3,"DOWNTOWN",,1,4505,shp-16-01,0,0
2470050,16,3,"DOWNTOWN",,1,1605,shp-16-01,0,0
114010,16,2,"DOWNTOWN",,1,4901,shp-16-01,0,0
2541070,16,4,"DOWNTOWN",,1,6107,shp-16-01,0,0
4109050,16,3,"DOWNTOWN",,1,4605,shp-16-01,0,0
3964070,16,4,"DOWNTOWN",,1,5207,shp-16-01,0,0
3323010,16,2,"DOWNTOWN",,1,5401,shp-16-01,0,0
4391050,16,3,"DOWNTOWN",,1,4405,shp-16-01,0,0
3345020,16,1,"DOWNTOWN",,1,4102,shp-16-01,0,0
1986020,16,1,"DOWNTOWN",,1,5902,shp-16-01,0,0
1811020,16,1,"DOWNTOWN",,1,4102,shp-16-01,0,0
174010,16,2,"DOWNTOWN",,1,4201,shp-16-01,0,0
4980020,16,1,"DOWNTOWN",,1,8102,shp-16-01,0,0
218020,16,1,"DOWNTOWN",,1,7902,shp-16-01,0,0
4519050,16,3,"DOWNTOWN",,1,4505,shp-16-01,0,0
1635050,16,3,"DOWNTOWN",,1,4305,shp-16-01,0,0
4494020,16,1,"DOWNTOWN",,1,4102,shp-16-01,0,0
5435010,16,2,"DOWNTOWN",,1,5601,shp-16-01,0,0
394010,16,2,"DOWNTOWN",,1,4601,shp-16-01,0,0
2412050,16,3,"DOWNTOWN",,1,4305,shp-16-01,0,0
1129050,16,3,"DOWNTOWN",,1,7905,shp-16-01,0,0
2412020,16,1,"DOWNTOWN",,1,4302,shp-16-01,0,0
1995070,16,4,"DOWNTOWN",,1,5507,shp-16-01,0,0
4519020,16,1,"DOWNTOWN",,1,4502,shp-16-01,0,0
2484010,16,2,"DOWNTOWN",,1,5701,shp-16-01,0,0
4675010,16,2,"DOWNTOWN",,1,6301,shp-16-01,0,0
5155010,16,2,"DOWNTOWN",,1,4001,shp-16-01,0,0
1687050,16,3,"DOWNTOWN",,1,4605,shp-16-01,0,0
749050,16,3,"DOWNTOWN",,1,8805,shp-16-01,0,0
4980050,16,3,"DOWNTOWN",,1,8105,shp-16-01,0,0
3345050,16,3,"DOWNTOWN",,1,4105,shp-16-01,0,0
4937050,16,3,"DOWNTOWN",,1,4005,shp-16-01,0,0
2556020,17,1,"DOWNTOWN",,1,6702,shp-17-01,0,0
3213010,17,2,"DOWNTOWN",,1,4201,shp-17-01,0,0
5341050,17,3,"DOWNTOWN",,1,6705,shp-17-01,0,0
4380010,17,2,"DOWNTOWN",,1,4301,shp-17-01,0,0
2393010,17,2,"DOWNTOWN",,1,4201,shp-17-01,0,0
476070,17,4,"DOWNTOWN",,1,5207,shp-17-01,0,0
226050,17,3,"DOWNTOWN",,1,6405,shp-17-01,0,0
5225070,17,4,"DOWNTOWN",,1,6707,shp-17-01,0,0
4048010,17,2,"DOWNTOWN",,1,5201,shp-17-01,0,0
1672010,17,2,"DOWNTOWN",,1,4701,shp-17-01,0,0
3853070,17,4,"DOWNTOWN",,1,2907,shp-17-01,0,0
1342020,17,1,"DOWNTOWN",,1,6502,shp-17-01,0,0
2556050,17,3,"DOWNTOWN",,1,6705,shp-17-01,0,0
3141050,17,3,"DOWNTOWN",,1,6305,shp-17-01,0,0
4627020,17,1,"DOWNTOWN",,1,6902,shp-17-01,0,0
1408020,17,1,"DOWNTOWN",,1,6802,shp-17-01,0,0
226020,17,1,"DOWNTOWN",,1,6402,shp-17-01,0,0
1342050,17,3,"DOWNTOWN",,1,6505,shp-17-01,0,0
3860050,17,3,"DOWNTOWN",,1,6605,shp-17-01,0,0
3687020,17,1,"DOWNTOWN",,1,6802,shp-17-01,0,0
1058070,17,4,"DOWNTOWN",,1,2207,shp-17-01,0,0
3687050,17,3,"DOWNTOWN",,1,6805,shp-17-01,0,0
3141020,17,1,"DOWNTOWN",,1,6302,shp-17-01,0,0
3061070,17,4,"DOWNTOWN",,1,6107,shp-17-01,0,0
3182010,17,2,"DOWNTOWN",,1,5501,shp-17-01,0,0
3207020,17,1,"DOWNTOWN",,1,9302,shp-17-01,0,0
1827020,17,1,"DOWNTOWN",,1,6402,shp-17-01,0,0
1827050,17,3,"DOWNTOWN",,1,6405,shp-17-01,0,0
2905010,17,2,"DOWNTOWN",,1,4401,shp-17-01,0,0
2301070,17,4,"DOWNTOWN",,1,5107,shp-17-01,0,0
3329020,17,1,"DOWNTOWN",,1,6802,shp-17-01,0,0
4256010,17,2,"DOWNTOWN",,1,4901,shp-17-01,0,0
1744010,17,2,"DOWNTOWN",,1,4101,shp-17-01,0,0
5314020,17,1,"DOWNTOWN",,1,6302,shp-17-01,0,0
4421070,17,4,"DOWNTOWN",,1,6307,shp-17-01,0,0
4401070,17,4,"DOWNTOWN",,1,4007,shp-17-01,0,0
3560010,17,2,"DOWNTOWN",,1,6301,shp-17-01,0,0
2774070,17,4,"DOWNTOWN",,1,4907,shp-17-01,0,0
1983020,17,1,"DOWNTOWN",,1,6302,shp-17-01,0,0
3543050,17,3,"DOWNTOWN",,1,6505,shp-17-01,0,0
794070,17,4,"DOWNTOWN",,1,6207,shp-17-01,0,0
3329050,17,3,"DOWNTOWN",,1,6805,shp-17-01,0,0
2607050,17,3,"DOWNTOWN",,1,6505,shp-17-01,0,0
5341020,17,1,"DOWNTOWN",,1,6702,shp-17-01,0,0
4351070,17,4,"DOWNTOWN",,1,6807,shp-17-01,0,0
2260070,17,4,"DOWNTOWN",,1,7007,shp-17-01,0,0
2370010,17,2,"DOWNTOWN",,1,5401,shp-17-01,0,0
1983050,17,3,"DOWNTOWN",,1,6305,shp-17-01,0,0
4730010,17,2,"DOWNTOWN",,1,5201,shp-17-01,0,0
3860020,17,1,"DOWNTOWN",,1,6602,shp-17-01,0,0
4318010,17,2,"DOWNTOWN",,1,5301,shp-17-01,0,0
2607020,17,1,"DOWNTOWN",,1,6502,shp-17-01,0,0
1596010,17,2,"DOWNTOWN",,1,4401,shp-17-01,0,0
1408050,17,3,"DOWNTOWN",,1,6805,shp-17-01,0,0
2956010,17,2,"DOWNTOWN",,1,4401,shp-17-01,0,0
5314050,17,3,"DOWNTOWN",,1,6305,shp-17-01,0,0
2680070,17,4,"DOWNTOWN",,1,4907,shp-17-01,0,0
4627050,17,3,"DOWNTOWN",,1,6905,shp-17-01,0,0
1222010,17,2,"DOWNTOWN",,1,4301,shp-17-01,0,0
500070,17,4,"DOWNTOWN",,1,5707,shp-17-01,0,0
4572070,17,4,"DOWNTOWN",,1,3407,shp-17-01,0,0
4563070,17,4,"DOWNTOWN",,1,4707,shp-17-01,0,0
3543020,17,1,"DOWNTOWN",,1,6502,shp-17-01,0,0
3207050,17,3,"DOWNTOWN",,1,9305,shp-17-01,0,0
3796050,17,3,"SHOPPES AT BATTLE BRIDGE",,0,9305,shp-17-51,0,0
4485020,17,1,"SHOPPES AT BATTLE BRIDGE",,0,6802,shp-17-51,0,0
401010,17,2,"SHOPPES AT BATTLE BRIDGE",,0,5201,shp-17-51,0,0
2360020,17,1,"SHOPPES AT BATTLE BRIDGE",,0,6402,shp-17-51,0,0
5152020,17,1,"SHOPPES AT BATTLE BRIDGE",,0,6302,shp-17-51,0,0
1637050,17,3,"SHOPPES AT BATTLE BRIDGE",,0,6305,shp-17-51,0,0
3844010,17,2,"SHOPPES AT BATTLE BRIDGE",,0,4301,shp-17-51,0,0
4997020,17,1,"SHOPPES AT BATTLE BRIDGE",,0,6502,shp-17-51,0,0
2592070,17,4,"SHOPPES AT BATTLE BRIDGE",,0,6807,shp-17-51,0,0
5496070,17,4,"SHOPPES AT BATTLE BRIDGE",,0,3407,shp-17-51,0,0
