stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
394,8276,"Hillsborough St at Horne St (EB)",,35.787638,-78.667865,,,,,,0
395,8277,"Hillsborough St at Enterprise St (NCSU Bell Tower)",,35.786467,-78.663746,,,,,,0
396,8279,"Hillsborough St at Powell Dr",,35.790661,-78.715848,,,,,,0
397,8280,"Hillsborough St at Forest Rd (EB)",,35.784615,-78.659043,,,,,,0
398,8281,"Hillsborough St at NC State Fairgrounds",,35.793045,-78.709216,,,,,,0
399,8282,"Hillsborough St at Park Ave (EB)",,35.783626,-78.656859,,,,,,0
400,8283,"Blue Ridge Rd at Forest View Rd (SB)",,35.816583,-78.705248,,,,,,0
401,8284,"Edwards Mill Rd at Kingdom Way",,35.797933,-78.727312,,,,,,0
402,8285,"Rock Quarry Rd at Edwin Dr (NB)",,35.751167,-78.612069,,,,,,0
403,8286,"Chapel Hill Rd at Germantown Rd",,35.789903,-78.732602,,,,,,0
404,8287,"Nowell Rd at Nowell Pointe Dr",,35.792198,-78.734660,,,,,,0
405,8288,"Martin Luther King Jr Blvd at Grantland Dr (EB)",,35.770825,-78.610806,,,,,,0
406,8289,"Martin Luther King Jr Blvd at Peyton St (EB)",,35.770873,-78.606422,,,,,,0
407,8290,"W Jones St at N Salisbury St",,35.782571,-78.640399,,,,,,0
408,8291,"Rock Quarry Rd at Vardaman St",,35.770303,-78.619818,,,,,,0
409,8292,"Rock Quarry Rd at Raleigh Blvd (SB)",,35.766110,-78.615870,,,,,,0
410,8293,"Rock Quarry Rd at Southeast Raleigh YMCA",,35.761050,-78.613940,,,,,,0
411,8294,"Proctor St at Rock Quarry Rd",,35.754377,-78.611743,,,,,,0
412,8295,"Proctor St at Fountain Dr",,35.753330,-78.609470,,,,,,0
413,8296,"Atkins Dr at Southgate Dr",,35.754119,-78.606705,,,,,,0
414,8297,"2008 Atkins Dr",,35.752456,-78.606112,,,,,,0
415,8298,"Atkins Dr at Tee Dee St",,35.749844,-78.606575,,,,,,0
416,8299,"Atkins Dr at Rock Quarry Rd",,35.748982,-78.607392,,,,,,0
417,8300,"Sanderford Rd at Rock Quarry Rd",,35.750500,-78.611960,,,,,,0
418,8301,"Sanderford Rd at Altama Cir",,35.745340,-78.613990,,,,,,0
419,8302,"Rock Quarry Rd at Raleigh Blvd (NB)",,35.766165,-78.615629,,,,,,0
420,8303,"Peyton St at Martin Luther King Jr Blvd (SB)",,35.771440,-78.607150,,,,,,0
421,8304,"Idlewood Village Dr at Sanderford Rd",,35.738990,-78.612513,,,,,,0
422,8305,"Nowell Rd at Trinity Commons Ln",,35.798009,-78.733722,,,,,,0
423,8306,"Snowberry Dr at Oak Hill Ct",,35.738671,-78.614349,,,,,,0
424,8307,"Savannah Dr at Quince Dr",,35.740230,-78.615521,,,,,,0
425,8308,"Savannah Dr at Daytona Dr",,35.740259,-78.617627,,,,,,0
426,8309,"Sylvester St at Seabrook Rd",,35.741650,-78.619470,,,,,,0
427,8310,"Cross Link Rd at Crown Crossing Ln",,35.744720,-78.623420,,,,,,0
428,8311,"Dandridge Dr at Elkhart Dr",,35.747620,-78.623450,,,,,,0
429,8312,"Dandridge Dr at Newcombe Rd",,35.749470,-78.622646,,,,,,0
430,8314,"Cross Link Rd at Merrik St",,35.754035,-78.614215,,,,,,0
431,8315,"Rock Quarry Rd at Proctor St",,35.755140,-78.612302,,,,,,0
432,8316,"Rock Quarry Rd at Central Wake High School",,35.761050,-78.613640,,,,,,0
433,8318,"Rock Quarry Rd at Merrywood Dr",,35.769337,-78.617959,,,,,,0
434,8319,"Rock Quarry Rd at Bart St (Helping Hand Mission)",,35.771254,-78.620904,,,,,,0
435,8320,"E Lenoir St at Rock Quarry Rd",,35.772464,-78.621763,,,,,,0
436,8323,"E Lenoir St at Chavis Way",,35.772770,-78.631550,,,,,,0
437,8324,"Crabtree Valley Ave at Edwards Mill Rd",,35.838693,-78.681022,,,,,,0
438,8325,"Glenwood Ave at Creedmoor Rd",,35.843582,-78.681668,,,,,,0
439,8328,"Deep Hollow Dr at Duraleigh Rd",,35.853000,-78.710470,,,,,,0
440,8330,"New Bern Ave at West Campus Dr (EB)",,35.784464,-78.590762,,,,,,0
441,8331,"Grove Barton Rd at Lynn Rd",,35.871144,-78.717135,,,,,,0
442,8332,"Avent Ferry Rd at Centennial Pkwy (SB)",,35.776990,-78.678749,,,,,,0
443,8333,"Grove Barton Rd at Lynn Rd",,35.871264,-78.717713,,,,,,0
444,8335,"Sunnybrook Rd at Kidd Rd",,35.778373,-78.583459,,,,,,0
445,8337,"N Tarboro Rd at E Edenton St",,35.780230,-78.622303,,,,,,0
446,8338,"Poole Rd at S Fisher St",,35.778310,-78.615745,,,,,,0
447,8340,"Glenwood Ave at Munford Rd (SB)",,35.855558,-78.702002,,,,,,0
449,8343,"McDowell St at Martin St",,35.776839,-78.641813,,,,,,0
450,8344,"Bennett St at Glascock St",,35.792946,-78.618033,,,,,,0
451,8348,"Glenwood Ave at Alexander Rd",,35.806544,-78.647165,,,,,,0
452,8349,"Glenwood Ave at St Marys St (NB)",,35.813498,-78.651411,,,,,,0
453,8350,"Glenwood Ave at Argyle Dr",,35.815465,-78.653088,,,,,,0
455,8352,"Glenwood Ave at Oberlin Rd (NB)",,35.816733,-78.660391,,,,,,0
456,8353,"Glenwood Ave at Pasquatank Dr (NB)",,35.825419,-78.665597,,,,,,0
457,8354,"Glenwood at Women's Club Dr",,35.829466,-78.666484,,,,,,0
458,8355,"Crabtree Valley Mall",,35.838068,-78.678078,,,,,,0
459,8356,"Crabtree Valley Ave at Creedmoor Rd (NB)",,35.841040,-78.684081,,,,,,0
460,8358,"Glenwood Ave at Moorehead Dr",,35.845615,-78.687780,,,,,,0
461,8359,"Glenwood Ave at Carolina Corporate",,35.849255,-78.692303,,,,,,0
462,8360,"Glenwood Ave at Rembert Dr",,35.852054,-78.696310,,,,,,0
463,8362,"Glenwood Ave at Deblyn Ave",,35.853405,-78.698237,,,,,,0
464,8363,"Glenwood Ave at Holly Ridge Dr",,35.854909,-78.700398,,,,,,0
465,8364,"Glenwood Ave at Munford Rd (Pleasant Valley Promen",,35.856371,-78.702509,,,,,,0
466,8365,"Glenwood Ave at Pleasant Valley Rd (Chili's)",,35.858152,-78.705089,,,,,,0
467,8366,"Townridge Shopping Center",,35.859920,-78.707180,,,,,,0
468,8367,"Duraleigh Rd at Glenwood Ave",,35.861621,-78.712621,,,,,,0
469,8368,"Duraleigh Rd at Pleasant Valley Rd",,35.860002,-78.712970,,,,,,0
470,8369,"Duraleigh Rd at Delta Lake Dr",,35.856558,-78.712389,,,,,,0
471,8370,"Deep Hollow Dr at St Giles St",,35.852831,-78.707636,,,,,,0
472,8371,"St Giles St at Deep Hollow Dr",,35.854887,-78.706022,,,,,,0
473,8372,"St Giles St at Oak Park Rd",,35.853888,-78.703198,,,,,,0
474,8373,"Glenwood Ave Service Rd at Oak Park",,35.855277,-78.701782,,,,,,0
475,8374,"Glenwood Ave at Holly Ridge Dr",,35.854575,-78.700541,,,,,,0
476,8375,"Glenwood Ave at Glen Forest Dr",,35.853089,-78.698414,,,,,,0
477,8376,"Glenwood Ave at Fairhill Dr",,35.852000,-78.696830,,,,,,0
478,8377,"Glenwood Ave at Fairhill Dr",,35.850757,-78.695113,,,,,,0
479,8378,"Glenwood Ave at Bluestone Dr",,35.849289,-78.692986,,,,,,0
480,8379,"Glenwood Ave at Beta Center (north)",,35.847227,-78.690560,,,,,,0
481,8380,"Glenwood Ave at Beta Center (south)",,35.846074,-78.689187,,,,,,0
482,8383,"Glenwood Ave at Women's Club Dr",,35.831241,-78.667249,,,,,,0
483,8384,"Glenwood Ave at Tolar Pl",,35.828384,-78.666606,,,,,,0
484,8385,"Glenwood Ave at Pasquatank Dr (SB)",,35.826059,-78.666084,,,,,,0
485,8386,"Glenwood Ave at Vick Ave",,35.824131,-78.665585,,,,,,0
486,8387,"Glenwood Ave at Glen Eden Dr",,35.821779,-78.664610,,,,,,0
487,8388,"Glenwood Ave at Oberlin Rd (SB)",,35.816598,-78.660812,,,,,,0
488,8389,"Glenwood Ave at Argyle Dr",,35.815869,-78.655478,,,,,,0
489,8390,"Glenwood Ave at St Marys St (SB)",,35.811964,-78.650745,,,,,,0
490,8391,"Glenwood Ave at Woodland Ave",,35.809995,-78.649556,,,,,,0
491,8392,"Glenwood Ave at Mrytle Ave",,35.807048,-78.647762,,,,,,0
492,8396,"W Lenoir St at S West St",,35.773215,-78.646092,,,,,,0
493,8398,"S Saunders St at Prospect Ave",,35.763160,-78.649190,,,,,,0
494,8399,"S Saunders St at Gilbert Ave",,35.759640,-78.649320,,,,,,0
495,8400,"S Saunders St at Hubert St",,35.757590,-78.649270,,,,,,0
496,8404,"S Saunders St at Chapanoke Rd",,35.735946,-78.650621,,,,,,0
497,8405,"S Saunders St at Olympia Dr",,35.733829,-78.650977,,,,,,0
498,8407,"Garner Station Blvd at North Station (Carlie C's)",,35.724969,-78.655283,,,,,,0
499,8408,"Garner Station Blvd at South Station (Big Lots)",,35.724710,-78.655270,,,,,,0
500,8409,"Garner Station Blvd at Goodberry's",,35.724730,-78.653290,,,,,,0
501,8411,"Garner Station Blvd at Rupert Rd",,35.722254,-78.662628,,,,,,0
502,8412,"S Wilmington St at Mechanical Blvd",,35.724960,-78.650380,,,,,,0
503,8413,"Wilmington St Service Rd at Mechanical Blvd",,35.727061,-78.649181,,,,,,0
504,8414,"Wilmington St Service Rd at Tryon Rd",,35.730464,-78.650171,,,,,,0
505,8415,"Wilmington St Service Rd at Chapanoke Rd",,35.735360,-78.648970,,,,,,0
506,8416,"S Saunders St at Illeagnes St",,35.744193,-78.648677,,,,,,0
507,8418,"S Saunders St at Pecan Rd",,35.749555,-78.648833,,,,,,0
508,8419,"S Saunders St at Penmarc Dr",,35.757800,-78.648970,,,,,,0
509,8420,"S Saunders St at Maywood Ave",,35.760575,-78.649028,,,,,,0
510,8421,"S Saunders St at Dorothea Dr",,35.771135,-78.648012,,,,,,0
511,8422,"South St at West St",,35.772259,-78.646127,,,,,,0
512,8434,"St Marys St at Hillsborough St (NB)",,35.781200,-78.650431,,,,,,0
514,8436,"St Marys St at North St (NB)",,35.785266,-78.650669,,,,,,0
515,8437,"St Marys St at Peace St (NB)",,35.789110,-78.651060,,,,,,0
516,8438,"St Marys St at Clay St (NB)",,35.791636,-78.651960,,,,,,0
517,8439,"St Marys St at Nichols Dr",,35.794380,-78.653220,,,,,,0
518,8440,"St Marys St at Wade Ave (NB)",,35.797075,-78.652681,,,,,,0
519,8441,"St Marys St at Williamson Dr (NB)",,35.798638,-78.652940,,,,,,0
520,8442,"St Mary's St at Iredell Dr",,35.801654,-78.653521,,,,,,0
521,8443,"St Mary's St at Harvey St",,35.804060,-78.653520,,,,,,0
522,8444,"St Mary's St at Stone St",,35.806230,-78.654222,,,,,,0
523,8445,"St Mary's St at Fairview Rd",,35.808838,-78.653734,,,,,,0
524,8447,"Lassiter Mill Rd at Millstream Pl",,35.824820,-78.649460,,,,,,0
525,8449,"Midtown - North Hills Mall (North State Bank)",,35.837414,-78.641749,,,,,,0
526,8450,"Midtown - North Hills Mall (Bank of America)",,35.837139,-78.641669,,,,,,0
527,8451,"Six Forks Rd at Rowan St",,35.842750,-78.643180,,,,,,0
528,8452,"Six Forks Rd at Capital Towers",,35.845908,-78.644063,,,,,,0
529,8453,"Six Forks Rd at North Glenn Dr (OB)",,35.848351,-78.644148,,,,,,0
530,8454,"Six Forks Rd at Grace Lutheran Church (NB)",,35.850383,-78.643487,,,,,,0
531,8455,"W Millbrook Rd at Six Forks Rd",,35.856330,-78.642180,,,,,,0
532,8456,"Six Forks Rd at Grace Lutheran Church (SB)",,35.849804,-78.643896,,,,,,0
533,8457,"W Millbrook Rd at Snelling Rd",,35.856283,-78.645571,,,,,,0
534,8470,"Six Forks Rd at Loft Ln",,35.859280,-78.639420,,,,,,0
535,8471,"Six Forks Rd at W Millbrook Rd",,35.856690,-78.641020,,,,,,0
536,8472,"Six Forks Rd at Snelling Rd",,35.854150,-78.642380,,,,,,0
537,8473,"Six Forks Rd at Shelley Rd",,35.851280,-78.643380,,,,,,0
538,8474,"Six Forks Rd at Cranbrook Rd",,35.848330,-78.644310,,,,,,0
539,8475,"Six Forks Rd at Trinity Baptist Church",,35.846081,-78.644234,,,,,,0
540,8477,"Six Forks Rd at Rowan St",,35.841730,-78.643100,,,,,,0
541,8480,"Lassiter Mill Rd at Marlowe Rd",,35.829080,-78.648480,,,,,,0
542,8481,"Lassiter Mill Rd at Millstream Pl",,35.824620,-78.649830,,,,,,0
543,8482,"Lassiter Mill Rd at Scotland St",,35.822790,-78.651220,,,,,,0
544,8484,"St Mary's St at Fairview Rd",,35.809090,-78.653730,,,,,,0
545,8485,"St Mary's St at Colonial Rd",,35.806060,-78.654430,,,,,,0
546,8486,"St Mary's St at Craig St",,35.802730,-78.653810,,,,,,0
547,8487,"St Marys St at Wade Ave (Employment Sec Comm)",,35.797060,-78.652780,,,,,,0
548,8488,"St Marys St at Wade Ave (SB)",,35.794964,-78.653196,,,,,,0
549,8490,"St Marys St at Clay St (SB)",,35.792460,-78.652840,,,,,,0
550,8493,"St Marys St at Peace St (SB)",,35.788905,-78.651124,,,,,,0
551,8494,"St Marys St at North St (Wiley School)",,35.785147,-78.650764,,,,,,0
552,8495,"Hill St at Booker Dr",,35.786151,-78.617220,,,,,,0
553,8496,"Milburnie Rd at Fisher St",,35.787376,-78.615302,,,,,,0
554,8497,"E Lane St at Idlewild Ave",,35.783339,-78.625765,,,,,,0
555,8498,"Oakwood Ave at Tarboro St (EB)",,35.784186,-78.621018,,,,,,0
556,8499,"Oakwood Ave at St Augustine Ave",,35.784114,-78.619472,,,,,,0
557,8503,"Milburnie Rd at Colleton Rd",,35.788205,-78.612171,,,,,,0
558,8504,"Milburnie Rd at N King Charles Rd",,35.788692,-78.609748,,,,,,0
559,8505,"N King Charles Rd at Glascock St",,35.792288,-78.609438,,,,,,0
560,8506,"Glascock St at Brighton Rd",,35.792558,-78.607447,,,,,,0
561,8507,"Glascock St at Marlborough Rd",,35.792251,-78.604825,,,,,,0
562,8508,"Rock Quarry Rd at Battle Bridge Rd (Shoppes at Bat",,35.723630,-78.548973,,,,,,0
563,8509,"Glascock St at Culpepper Ln",,35.791485,-78.601418,,,,,,0
564,8510,"Milburne Rd at Culpepper Ln",,35.789142,-78.602459,,,,,,0
565,8511,"Milburne Rd at Hapmstead Pl",,35.788528,-78.600512,,,,,,0
566,8512,"Milburne Rd at Chatham Ln",,35.787789,-78.598499,,,,,,0
567,8513,"Chatham Ln at Stevens Rd",,35.786671,-78.598588,,,,,,0
568,8514,"Chatham Ln at Bertie Dr",,35.785419,-78.598964,,,,,,0
569,8515,"Bertie Dr at Culpepper Ln",,35.786411,-78.603001,,,,,,0
570,8516,"Bertie Dr at Locke Ln",,35.786100,-78.606980,,,,,,0
571,8517,"Oakwood Ave at N King Charles Rd",,35.783573,-78.611276,,,,,,0
572,8518,"Oakwood Ave at Fisher St",,35.784168,-78.614727,,,,,,0
573,8519,"Oakwood Ave at Hill St",,35.784213,-78.617735,,,,,,0
574,8520,"Oakwood Ave at Tarboro St (St Augustine's University)",,35.784312,-78.620589,,,,,,0
575,8521,"Tarboro Rd at E Lane St",,35.783537,-78.622248,,,,,,0
576,8522,"E Lane St at Seawell Ave",,35.783555,-78.627015,,,,,,0
577,8523,"Western Blvd at Hunt Dr (Governor Morehead School)",,35.775567,-78.658781,,,,,,0
578,8524,"Western Blvd at Ashe Ave",,35.777667,-78.662236,,,,,,0
579,8525,"Morrill Dr at Carmichael Gym",,35.782362,-78.671319,,,,,,0
580,8526,"Avent Ferry Rd at Western Blvd (Avent Ferry Comple",,35.780073,-78.676247,,,,,,0
581,8528,"Avent Ferry Rd at Varsity Dr (Carolyn Apts)",,35.775113,-78.681523,,,,,,0
582,8529,"Avent Ferry Rd at Crest Rd",,35.771631,-78.686386,,,,,,0
583,8530,"Avent Ferry Rd at Brigadoon Dr 2",,35.770271,-78.689142,,,,,,0
585,8532,"Gorman St at Avent Ferry Rd (SB)",,35.767530,-78.694350,,,,,,0
586,8533,"Gorman St at Walnut Creek Greenway (SB)",,35.765342,-78.694470,,,,,,0
587,8534,"Gorman St at Walnut Creek Pkwy",,35.757670,-78.699890,,,,,,0
588,8535,"Thistledown Dr at Gorman St (EB)",,35.756191,-78.699430,,,,,,0
589,8536,"Thistledown Dr at Lethbridge Ct",,35.755032,-78.695675,,,,,,0
590,8538,"Lineberry Dr at University Woods Rd",,35.750251,-78.693809,,,,,,0
591,8539,"Lineberry Dr at Pauls Penny",,35.750360,-78.692190,,,,,,0
592,8540,"Lineberry Dr at Leadenhall Way",,35.749986,-78.686827,,,,,,0
593,8541,"Lineberry Dr at Mountain Mist Ct",,35.750360,-78.684560,,,,,,0
595,8543,"Sierra Dr at Lake Wheeler Rd",,35.750878,-78.669014,,,,,,0
596,8544,"Gorman St at Avent Ferry Rd (NB)",,35.767716,-78.694119,,,,,,0
597,8546,"Sierra Dr at Rabbit Run",,35.749490,-78.664030,,,,,,0
598,8554,"Thistledown Dr at Trailwood Dr",,35.754637,-78.694611,,,,,,0
599,8555,"Thistledown Dr at Nesfield Ct",,35.755790,-78.696690,,,,,,0
600,8556,"Thistledown Dr at Gorman St (WB)",,35.756392,-78.699706,,,,,,0
601,8557,"Gorman St at Shire Ln",,35.762246,-78.695552,,,,,,0
602,8558,"Gorman St at Walnut Creek Greenway (NB)",,35.765272,-78.694213,,,,,,0
603,8559,"S Boylan Ave at Dorothea Dr (Inbound)",,35.771773,-78.652528,,,,,,0
605,8562,"Avent Ferry Rd at Brigadoon Dr (EB)",,35.771593,-78.686117,,,,,,0
606,8564,"Avent Ferry Rd at Centennial View Ln",,35.773280,-78.683141,,,,,,0
607,8565,"Avent Ferry Rd at Centennial Pkwy (NB)",,35.776889,-78.678514,,,,,,0
608,8566,"Avent Ferry Rd at Western Blvd",,35.779322,-78.676558,,,,,,0
609,8567,"Morrill Dr at Cates Ave (NB)",,35.781982,-78.671357,,,,,,0
610,8568,"Western Blvd at Bilyeu St",,35.777526,-78.662502,,,,,,0
611,8569,"Western Blvd at Hunt Dr (EB)",,35.774557,-78.656429,,,,,,0
612,8570,"South St at Florence St",,35.772472,-78.650258,,,,,,0
613,8571,"Peace St at Seaboard Station Dr",,35.788191,-78.640195,,,,,,0
615,8573,"W Peace St at Glenwood Ave (WB)",,35.788704,-78.647574,,,,,,0
616,8574,"Peace St at St Marys St (WB)",,35.788720,-78.651250,,,,,,0
618,8577,"Cameron St at Woodburn Rd (WB)",,35.791030,-78.658852,,,,,,0
619,8578,"Cameron St at Daniels St (WB)",,35.790984,-78.660788,,,,,,0
621,8584,"Hillsborough St at Shepherd St",,35.790164,-78.678454,,,,,,0
623,8585,"Hillsborough St at Furches St",,35.792332,-78.682154,,,,,,0
624,8586,"Hillsborough St at Faircloth St",,35.793327,-78.684042,,,,,,0
625,8587,"Hillsborough St at Meredith College (WB)",,35.794376,-78.688478,,,,,,0
626,8588,"Beryl Rd at Method Rd",,35.794550,-78.692760,,,,,,0
628,8591,"Kent Rd at Perserverance Ct",,35.781875,-78.693844,,,,,,0
629,8592,"Kent Rd at Warwick Dr",,35.779739,-78.693864,,,,,,0
630,8593,"Kent Rd at Trexler Ct",,35.774468,-78.692600,,,,,,0
631,8594,"Gorman St at Conifer Dr",,35.774330,-78.689138,,,,,,0
632,8595,"Gorman St at McKimmon Center",,35.783587,-78.687016,,,,,,0
633,8596,"Gorman St at Lexington Dr",,35.786020,-78.686980,,,,,,0
634,8597,"Hillsborough St at Turner St",,35.792220,-78.682262,,,,,,0
635,8598,"Hillsborough St at Stanhope Ave",,35.790958,-78.680158,,,,,,0
636,8601,"Method Rd at Ligon St",,35.788998,-78.693910,,,,,,0
637,8608,"W Peace St at Glenwood Ave (EB)",,35.788590,-78.647850,,,,,,0
638,8610,"Peace St at West St",,35.788576,-78.644637,,,,,,0
639,8612,"St Marys St at Hillsborough St (SB)",,35.781106,-78.650633,,,,,,0
640,8614,"New Bern Ave at S Swain St",,35.780019,-78.628772,,,,,,0
641,8618,"New Bern Ave at S East St",,35.780090,-78.632050,,,,,,0
642,8619,"New Bern Ave at Idlewild Ave",,35.779920,-78.625680,,,,,,0
643,8620,"New Bern Ave at S Tarboro St",,35.779822,-78.623152,,,,,,0
644,8621,"New Bern Ave at S Pettigrew St",,35.779742,-78.620995,,,,,,0
645,8622,"New Bern Ave at Sunbury St",,35.779755,-78.618184,,,,,,0
646,8623,"New Bern Ave at Carver St",,35.779870,-78.616050,,,,,,0
647,8624,"New Bern Ave at Raleigh Blvd (EB)",,35.779761,-78.613156,,,,,,0
648,8625,"New Bern Ave at Russ St",,35.779600,-78.609140,,,,,,0
649,8626,"New Bern Ave at N Lord Ashley Rd",,35.779540,-78.606770,,,,,,0
650,8627,"New Bern Ave at Lord Berkley Rd",,35.779673,-78.604164,,,,,,0
651,8629,"New Bern Ave at Dickens Dr (EB)",,35.779910,-78.599560,,,,,,0
652,8630,"New Bern Ave at Donald Ross Dr",,35.782741,-78.592680,,,,,,0
653,8631,"West Campus Dr at Galahad Dr",,35.783670,-78.588958,,,,,,0
654,8632,"WakeMed at Wake Tech",,35.784340,-78.586320,,,,,,0
655,8633,"WakeMed at the Andrews Center",,35.786123,-78.588070,,,,,,0
656,8634,"Calumet Dr at Sunnybrook Rd",,35.787720,-78.586610,,,,,,0
657,8635,"Calumet Dr at Roselle Ct",,35.788804,-78.583543,,,,,,0
658,8636,"Calumet Dr at Govenor's Forest Apt",,35.788271,-78.580734,,,,,,0
659,8637,"Holston Ln at Calumet Dr",,35.786020,-78.580710,,,,,,0
660,8638,"Holston Ln at Sunnybrook Rd",,35.785400,-78.583670,,,,,,0
661,8639,"Sunnybrook Rd at Falstaff Rd",,35.782940,-78.583570,,,,,,0
662,8640,"Falstaff Rd at Sunnybrook Rd",,35.782224,-78.583757,,,,,,0
663,8641,"Falstaff Rd at Swinburne Rd",,35.781820,-78.585560,,,,,,0
664,8642,"Swinburne Rd at Kidd Rd (WCDSS)",,35.779206,-78.585074,,,,,,0
665,8644,"New Bern Ave at West Campus Dr (WB)",,35.784568,-78.591145,,,,,,0
666,8645,"New Bern Ave at N Peartree Ln",,35.783500,-78.592300,,,,,,0
667,8647,"New Bern Ave at Dickens Dr (WB)",,35.780090,-78.600590,,,,,,0
668,8648,"New Bern Ave at Clarendon Cresent",,35.780005,-78.602752,,,,,,0
669,8650,"New Bern Ave at N King Charles Rd",,35.779770,-78.608550,,,,,,0
670,8651,"New Bern Ave at Bertie Dr",,35.779900,-78.611450,,,,,,0
671,8652,"New Bern Ave at Raleigh Blvd (WB)",,35.780080,-78.614210,,,,,,0
672,8653,"New Bern Ave at Hill St",,35.780090,-78.617920,,,,,,0
673,8654,"E Edenton St at N Tarboro St",,35.780565,-78.621888,,,,,,0
674,8656,"E Edenton St at Idlewild Ave",,35.780830,-78.626340,,,,,,0
675,8658,"E Edenton St at Ray St",,35.780950,-78.629590,,,,,,0
676,8659,"E Edenton St at N East St",,35.781010,-78.632040,,,,,,0
677,8660,"E Edenton St at N Person St",,35.781090,-78.634570,,,,,,0
678,8662,"E Edenton St at N Wilmington St",,35.781249,-78.637853,,,,,,0
679,8667,"Edwards Mill Rd at John Humphries Wynd",,35.825386,-78.705689,,,,,,0
680,8668,"Rex Hospital (Inbound)",,35.816915,-78.704752,,,,,,0
681,8669,"St Mary's St at Wedgedale Dr",,35.817890,-78.651360,,,,,,0
682,8670,"Lake Boone Tr at Horton St",,35.815323,-78.689603,,,,,,0
683,8671,"St Mary's St at Wedgedale Dr",,35.817587,-78.651043,,,,,,0
684,8673,"Martin Luther King Jr Blvd at S State St (EB)",,35.767691,-78.624529,,,,,,0
685,8674,"Martin Luther King Jr Blvd at Coleman St (EB)",,35.767684,-78.623000,,,,,,0
686,8675,"Martin Luther King Jr Blvd at Vardaman St",,35.767891,-78.619837,,,,,,0
687,8676,"Martin Luther King Jr Blvd at Rock Quarry Rd (EB)",,35.768829,-78.616911,,,,,,0
688,8677,"Creedmoor Rd at Magellan Way (NB)",,35.862824,-78.680631,,,,,,0
689,8683,"Creedmoor Rd at Marriott Dr",,35.845619,-78.680032,,,,,,0
690,8684,"Creedmoor Rd at Tall Timber Dr (NB)",,35.850846,-78.680179,,,,,,0
691,8685,"Creedmoor Rd at Plaza Pl (NB)",,35.857669,-78.680361,,,,,,0
692,8687,"Creedmoor Rd at Jefferys Grove School Rd (NB)",,35.870170,-78.679750,,,,,,0
693,8688,"Creedmoor Rd at Kendricks Ct",,35.878281,-78.678704,,,,,,0
694,8689,"Creedmoor Rd at Sawmill Rd (NB)",,35.883211,-78.678985,,,,,,0
695,8690,"Creedmoor Rd at Stonehenge Dr (NB)",,35.887023,-78.679442,,,,,,0
696,8691,"Creedmoor Rd at Morgans Way (NB)",,35.894503,-78.680211,,,,,,0
697,8692,"Creedmoor Rd at Lodestar Dr (NB)",,35.896988,-78.680485,,,,,,0
698,8693,"Brennan Dr at Creedmoor Rd (Towne North Shopping C",,35.899792,-78.681700,,,,,,0
699,8694,"Creedmoor Rd at Morgans Way (SB)",,35.893480,-78.680380,,,,,,0
700,8695,"Creedmoor Rd at Howard Rd",,35.889104,-78.679930,,,,,,0
701,8696,"Creedmoor Rd at Stonehenge Dr (SB)",,35.885806,-78.679585,,,,,,0
702,8697,"Creedmoor Rd at Sawmill Rd (SB)",,35.882589,-78.679228,,,,,,0
703,8698,"Creedmoor Rd at Mapleton Ln",,35.877929,-78.679047,,,,,,0
704,8699,"Creedmoor Rd at Lynn Rd (SB)",,35.872431,-78.679741,,,,,,0
705,8700,"Creedmoor Rd at Jefferyss Grove School Rd (SB)",,35.865555,-78.680644,,,,,,0
706,8701,"Creedmoor Rd at Magellan Way (SB)",,35.862959,-78.680930,,,,,,0
707,8702,"Creedmoor Rd at Plaza Pl (SB)",,35.858236,-78.680772,,,,,,0
708,8703,"Creedmoor Rd at Tall Timber Dr (SB)",,35.849945,-78.680522,,,,,,0
709,8704,"Creedmoor Rd at Isabella Cannon Dr",,35.847332,-78.680442,,,,,,0
710,8705,"Creedmoor Rd at Glenwood Ave",,35.842220,-78.682876,,,,,,0
711,8706,"Crabtree Valley Ave at Creedmoor Rd (SB)",,35.841003,-78.684245,,,,,,0
712,8707,"Creedmoor Rd at Jefferys Grove School Rd (Beverly",,35.865699,-78.680312,,,,,,0
713,8708,"Peace St at West St",,35.788724,-78.645089,,,,,,0
714,8712,"Millbrook Rd at Lead Mine Rd (EB)",,35.856474,-78.671227,,,,,,0
715,8713,"Millbrook Rd at Paces Forest Ct (EB)",,35.857406,-78.668480,,,,,,0
716,8714,"W Millbrook Rd at Oldetowne Rd",,35.857430,-78.666050,,,,,,0
717,8715,"W Millbrook Rd at North Hills Dr",,35.856400,-78.656020,,,,,,0
718,8716,"W Millbrook Rd at Dixon Dr",,35.856200,-78.650200,,,,,,0
719,8717,"W Millbrook Rd at Snelling Rd",,35.856128,-78.645646,,,,,,0
720,8718,"W Millbrook Rd at Six Forks Rd",,35.856177,-78.642799,,,,,,0
721,8719,"E Millbrook Rd at Six Forks Rd",,35.855952,-78.640754,,,,,,0
722,8720,"E Millbrook Rd at Farley Dr",,35.853900,-78.636450,,,,,,0
723,8721,"E Millbrook Rd at Edgewood Dr",,35.851897,-78.633583,,,,,,0
724,8722,"E Millbrook Rd at Flint Ridge Pl",,35.851555,-78.629016,,,,,,0
725,8723,"E Millbrook Rd at Dantree Pl",,35.851527,-78.624579,,,,,,0
