stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
726,8724,"E Millbrook Rd at Quail Meadows Dr",,35.850717,-78.619425,,,,,,0
727,8725,"E Millbrook Rd at Falls of Neuse Rd (Quail Corners",,35.850530,-78.615640,,,,,,0
728,8727,"E Millbrook Rd at Professional Ct",,35.850077,-78.609197,,,,,,0
729,8728,"Millbrook Rd at Old Wake Forest Rd",,35.850048,-78.605597,,,,,,0
730,8729,"E Millbrook Rd at Atlantic Ave (EB)",,35.849406,-78.602852,,,,,,0
731,8730,"E Millbrook Rd at Leafcrest Ct",,35.848500,-78.599450,,,,,,0
732,8731,"E Millbrook Rd at Departure Dr",,35.848050,-78.596400,,,,,,0
733,8732,"E Millbrook Rd at Hoyle Dr",,35.847810,-78.592180,,,,,,0
734,8733,"E Millbrook Rd at Green Rd (EB)",,35.849220,-78.587380,,,,,,0
735,8734,"E Millbrook Rd at Signett Dr",,35.849459,-78.583880,,,,,,0
736,8736,"New Hope Rd at Wallingford Dr",,35.848800,-78.575570,,,,,,0
737,8737,"New Hope Rd at Tapers Dr",,35.847134,-78.574779,,,,,,0
738,8738,"New Hope Rd at Rolling Green Ct",,35.845626,-78.574497,,,,,,0
739,8739,"Calvary Dr at Capital Blvd (Mini City Marketplace)",,35.844504,-78.578690,,,,,,0
740,8740,"Calvary Dr at Capital Blvd (WB)",,35.844676,-78.580589,,,,,,0
741,8741,"E Millbrook Rd at Cedarhurst Rd (EB)",,35.850415,-78.613665,,,,,,0
742,8742,"E Millbrook Rd at Green Rd (WB)",,35.849437,-78.587866,,,,,,0
743,8743,"E Millbrook Rd at Hargrove Rd",,35.848306,-78.591212,,,,,,0
744,8744,"E Millbrook Rd at Departure Dr",,35.848194,-78.595801,,,,,,0
745,8745,"E Millbrook Rd at Atlantic Ave (WB)",,35.849338,-78.602125,,,,,,0
746,8746,"E Millbrook Rd at Old Wake Forest R",,35.850240,-78.606010,,,,,,0
747,8747,"E Millbrook Rd at Professional Ct",,35.850300,-78.608650,,,,,,0
748,8748,"E Millbrook Rd at Cedarhurst Dr (WB)",,35.850400,-78.612540,,,,,,0
749,8750,"E Millbrook Rd at Quail Meadows Dr",,35.850915,-78.619942,,,,,,0
750,8751,"E Millbrook Rd at Tall Pines Ct",,35.851650,-78.625235,,,,,,0
751,8752,"E Millbrook Rd at Sweetbriar St",,35.851770,-78.629680,,,,,,0
752,8753,"E Millbrook Rd at Knollwood Dr",,35.852090,-78.633541,,,,,,0
753,8754,"E Millbrook Rd at Farley Dr",,35.854100,-78.636160,,,,,,0
754,8755,"E Millbrook Rd at Burnlee Pl",,35.855910,-78.640110,,,,,,0
755,8759,"W Millbrook Rd at North Hills Dr",,35.856620,-78.655940,,,,,,0
756,8760,"W Millbrook Rd at Oldetowne Rd",,35.857610,-78.665750,,,,,,0
757,8761,"Millbrook Rd at Paces Forest Ct (WB)",,35.857492,-78.668709,,,,,,0
758,8762,"Millbrook Rd at Lead Mine Rd (WB)",,35.856610,-78.670884,,,,,,0
759,8763,"Old Wake Forest Rd at Ruritania St",,35.869950,-78.583400,,,,,,0
760,8777,"W Millbrook Rd at Dixon Dr",,35.856391,-78.650048,,,,,,0
761,8778,"Six Forks Rd at Office Center Dr (IB)",,35.895277,-78.649655,,,,,,0
762,8783,"Six Forks Rd at Woods Ream Dr",,35.868204,-78.638650,,,,,,0
763,8784,"Six Forks Rd at West Brook Dr",,35.871490,-78.641390,,,,,,0
764,8785,"Six Forks Rd at Sandy Forks Rd",,35.861702,-78.637930,,,,,,0
765,8786,"Six Forks Rd at Lynn Rd (NB)",,35.864488,-78.637356,,,,,,0
766,8788,"Six Forks Rd at Wind Chime Ct",,35.874130,-78.643770,,,,,,0
767,8789,"Six Forks Rd at Newton Rd",,35.878725,-78.645610,,,,,,0
768,8790,"Six Forks Rd at Crown Oaks Ct",,35.884800,-78.646380,,,,,,0
769,8791,"Six Forks Rd at Farrington Dr",,35.887260,-78.646810,,,,,,0
770,8792,"Six Forks Rd at Featherstone Dr",,35.891820,-78.648300,,,,,,0
771,8793,"Six Forks Rd at Office Center Dr (OB)",,35.894478,-78.649198,,,,,,0
772,8797,"Six Forks Rd at Monument Ln",,35.892760,-78.648820,,,,,,0
773,8798,"Six Forks Rd at Renwick Ct",,35.888830,-78.647590,,,,,,0
774,8800,"Six Forks Rd at Horizon Dr",,35.885240,-78.646740,,,,,,0
775,8801,"Six Forks Rd at Sawmill Rd",,35.883720,-78.646450,,,,,,0
776,8807,"Six Forks Rd at West Brook Dr",,35.871730,-78.642020,,,,,,0
777,8808,"Six Forks Rd at Woods Ream Dr",,35.867560,-78.638540,,,,,,0
778,8809,"Six Forks Rd at Northclift Dr",,35.861860,-78.638040,,,,,,0
779,8817,"Blount St at Bledsoe Ave",,35.768467,-78.637177,,,,,,0
780,8819,"Blount St at Bragg St",,35.765881,-78.637288,,,,,,0
781,8820,"Blount St at City Farm Rd",,35.760527,-78.637618,,,,,,0
782,8821,"City Farm Rd at Wilmington St",,35.759103,-78.639376,,,,,,0
783,8822,"Wilmington St Center",,35.762023,-78.639697,,,,,,0
784,8823,"Keeter Ctr at Branch St",,35.763591,-78.639974,,,,,,0
785,8825,"McCauley St at McLendon St",,35.765240,-78.641169,,,,,,0
786,8829,"Fayetteville St at Prospect St",,35.762969,-78.643977,,,,,,0
787,8830,"Maywood Ave at Summit Ave",,35.760877,-78.645116,,,,,,0
788,8831,"Maywood Ave at S Saunders St",,35.760858,-78.649439,,,,,,0
789,8832,"Maywood Ave at Summit Ave",,35.760867,-78.651540,,,,,,0
790,8833,"Maywood Ave at Moring St",,35.760885,-78.653221,,,,,,0
791,8834,"Maywood Ave at Lake Wheeler Rd",,35.761572,-78.659555,,,,,,0
792,8835,"Lake Wheeler Rd at Goode St",,35.762884,-78.658098,,,,,,0
793,8836,"Lake Wheeler Rd at Daladams St",,35.764561,-78.655556,,,,,,0
794,8837,"Lake Wheeler Rd at Fuller St",,35.766905,-78.652106,,,,,,0
795,8838,"Blount St at Hoke St",,35.763564,-78.637143,,,,,,0
796,8839,"Maywood Ave at Green St",,35.760895,-78.648068,,,,,,0
797,8841,"Six Forks Rd at Forum Dr",,35.898320,-78.650680,,,,,,0
798,8842,"Strickland Rd at Six Forks Rd",,35.900680,-78.651270,,,,,,0
799,8843,"Six Forks Rd at Forum Dr",,35.897500,-78.650580,,,,,,0
800,8844,"Oberlin Rd at Smallwood Dr",,35.791612,-78.662782,,,,,,0
801,8845,"Oberlin Rd at Mayview Rd",,35.798240,-78.659910,,,,,,0
802,8846,"Oberlin Rd at Annapolis Dr",,35.800213,-78.659919,,,,,,0
803,8847,"Oberlin Rd at Craig St",,35.802593,-78.658249,,,,,,0
804,8848,"Oberlin Rd at Fairview Rd",,35.808551,-78.655276,,,,,,0
807,8851,"Oberlin Rd at Cartier Dr",,35.814360,-78.658996,,,,,,0
808,8853,"Six Forks Rd at Chesterbrook Ct",,35.873970,-78.644070,,,,,,0
809,8855,"Six Forks Rd at Newton Rd",,35.878740,-78.645950,,,,,,0
810,8856,"Oberlin Rd at Chester Rd",,35.801250,-78.659486,,,,,,0
811,8857,"Oberlin Rd at Mayview Rd",,35.796857,-78.660427,,,,,,0
813,8859,"Oberlin Rd at Bedford Ave",,35.793967,-78.662117,,,,,,0
814,8860,"Oberlin Rd at Everett Ave",,35.792128,-78.662846,,,,,,0
815,8861,"Cameron St at Daniels St (EB)",,35.790840,-78.661573,,,,,,0
816,8862,"Cameron St at Woodburn Rd (EB)",,35.790916,-78.658694,,,,,,0
818,8864,"S State St at Bragg St",,35.764358,-78.624681,,,,,,0
819,8866,"S State St at Peterson St OB (Carnage Middle Schoo",,35.761393,-78.624526,,,,,,0
821,8870,"Garner Rd at Peterson St (Greenway)",,35.758996,-78.631426,,,,,,0
822,8871,"Six Forks Rd at Lynn Rd (SB)",,35.864552,-78.637596,,,,,,0
823,8877,"Hadley Dr at Gilliam Ln",,35.750659,-78.620523,,,,,,0
824,8878,"S State St at Bunche Dr",,35.753024,-78.621344,,,,,,0
825,8879,"S State St at Peterson St",,35.761126,-78.624354,,,,,,0
826,8880,"Tryon Rd at Trailwood Dr",,35.746394,-78.695347,,,,,,0
827,8881,"S State St at Bragg St IB",,35.765269,-78.624592,,,,,,0
830,8885,"Lenoir St at Freeman St",,35.772623,-78.624770,,,,,,0
831,8887,"Lenoir St at Haywood St",,35.772753,-78.628872,,,,,,0
832,8889,"E Lenoir St at S Blount St",,35.772899,-78.637080,,,,,,0
833,8894,"S Blount St at E Davie St",,35.775801,-78.636802,,,,,,0
834,8895,"W Lenoir St at S Salisbury St",,35.773009,-78.640293,,,,,,0
835,8896,"Martin Luther King Jr Blvd at East St",,35.768306,-78.632341,,,,,,0
836,8897,"Rock Quarry Rd at Martin Luther King Jr Memorial G",,35.768137,-78.616821,,,,,,0
837,8898,"Millbank St at Brighton Rd",,35.797145,-78.608443,,,,,,0
838,8900,"Brier Creek Pkwy at Brier Leaf Ln",,35.908524,-78.785575,,,,,,0
839,8901,"Ebenezer Church Rd at Winchester Dr",,35.882369,-78.741305,,,,,,0
840,8903,"Wake Tech Community College",,35.649210,-78.705930,,,,,,0
841,8904,"Arco Corporate Dr at Brier Creek Pkwy",,35.910957,-78.782337,,,,,,0
842,8907,"E Bragg St at S Person St",,35.765903,-78.635394,,,,,,0
843,8908,"Wilmington St at Davie St",,35.776270,-78.638255,,,,,,0
844,8909,"Blount St at GoRaleigh Station",,35.777681,-78.636708,,,,,,0
845,8910,"Sunnybrook Rd at Holston Ln",,35.784660,-78.584060,,,,,,0
846,8911,"Rock Quarry Rd at Cross Link Rd",,35.755054,-78.612459,,,,,,0
847,8914,"St Marys St at Anderson Dr",,35.814083,-78.651016,,,,,,0
848,8916,"St Mary's St at White Oak Rd",,35.822049,-78.650800,,,,,,0
849,8917,"Lassiter Mill Rd at Marlowe Rd",,35.828780,-78.648489,,,,,,0
850,8918,"Lassiter Mill Rd at Ramblewood Dr",,35.833616,-78.646533,,,,,,0
851,8920,"Six Forks Rd at Lassiter Mill Rd",,35.839870,-78.642550,,,,,,0
853,8922,"Lassiter Mill Rd at Ramblewood Dr",,35.833730,-78.646700,,,,,,0
854,8923,"St Marys St at Glenwood Ave (SB)",,35.813409,-78.651180,,,,,,0
855,8924,"St Mary's St at Wake Dr",,35.812108,-78.651310,,,,,,0
856,8925,"Martin Luther King Jr Blvd at S State St (WB)",,35.767899,-78.624935,,,,,,0
857,8926,"Martin Luther King Jr Blvd at Haywood St",,35.767995,-78.627289,,,,,,0
858,8927,"Martin Luther King Jr Blvd at S East St",,35.769031,-78.633215,,,,,,0
859,8928,"Calvary Dr at Capital Crossing",,35.845056,-78.582872,,,,,,0
861,8932,"Six Forks Rd at Barrett Dr",,35.828037,-78.634349,,,,,,0
862,8933,"S State St at Darby St IB",,35.757320,-78.623531,,,,,,0
863,8934,"Edwards Mill Rd at Parklake Ave (NB)",,35.836630,-78.688551,,,,,,0
864,8935,"Edwards Mill Rd at Arckelton Dr",,35.838451,-78.686335,,,,,,0
865,8936,"Edwards Mill Rd at Crabtree Valley Ave",,35.838174,-78.682395,,,,,,0
866,8937,"Edwards Mill Rd at Sunrise Senior Center",,35.839172,-78.685392,,,,,,0
867,8938,"Edwards Mill Rd at Parklake Ave (SB)",,35.836556,-78.688915,,,,,,0
868,8940,"Wake Forest Rd at Six Forks (SB)",,35.821287,-78.623441,,,,,,0
869,8941,"Six Forks Rd at Computer Dr",,35.831649,-78.636194,,,,,,0
870,8942,"Peyton St at Belmont Dr (NB)",,35.764903,-78.604359,,,,,,0
871,8943,"Peyton St at Ellerbe Ln",,35.767737,-78.606835,,,,,,0
872,8944,"Peyton St at Dacian Rd",,35.770094,-78.607002,,,,,,0
873,8945,"Martin Luther King Jr Blvd at Grantland Dr (WB)",,35.771088,-78.609764,,,,,,0
875,8947,"Homewood Banks Dr at Vilana Ridge (The Marq at Cra",,35.834663,-78.680106,,,,,,0
876,8948,"Homewood Banks Dr at Homewood Suites",,35.835963,-78.679995,,,,,,0
877,8949,"Lassiter Mill Rd at Currituck Dr (Outbound)",,35.836001,-78.645881,,,,,,0
878,8950,"S Wilmington St Service Rd at Sherwee Dr",,35.733669,-78.650271,,,,,,0
879,8951,"Falls Church Rd at Nottoway Ct",,35.862682,-78.617402,,,,,,0
880,8952,"Falls of Neuse Rd at Durant Rd",,35.909581,-78.598934,,,,,,0
881,8953,"Falls of Neuse Rd at Raven Ridge Rd",,35.916437,-78.594316,,,,,,0
882,8954,"Raven Ridge Rd at Dapping Dr",,35.912855,-78.591891,,,,,,0
883,8955,"Raven Ridge Rd at Rio Falls Dr",,35.906844,-78.590920,,,,,,0
884,8956,"Durant Rd at Raven Ridge Rd",,35.905055,-78.590459,,,,,,0
885,8957,"Durant Rd at Durant Road Middle School",,35.903957,-78.586148,,,,,,0
886,8958,"Durant Rd at Deerland Grove Dr",,35.902345,-78.581747,,,,,,0
887,8959,"Durant Rd at Camp Durant Rd",,35.900380,-78.577624,,,,,,0
888,8960,"Durant Rd at Leslieshire Dr",,35.897436,-78.570604,,,,,,0
889,8961,"Durant Rd at Capital Blvd",,35.893818,-78.561512,,,,,,0
890,8962,"Perry Creek Rd at Capital Blvd",,35.891811,-78.558173,,,,,,0
891,8963,"Perry Creek Rd at McGuire Dr",,35.888623,-78.555826,,,,,,0
892,8964,"Perry Creek Rd at Liston Dr",,35.886197,-78.554068,,,,,,0
893,8965,"Perry Creek Rd at Berkshire Downs Dr",,35.882027,-78.549811,,,,,,0
894,8966,"Perry Creek Rd at Bentley Cir",,35.878931,-78.545874,,,,,,0
895,8967,"Perry Creek Rd at Louisburg Rd",,35.876095,-78.540800,,,,,,0
896,8968,"Fox Rd at Louisburg Rd",,35.869333,-78.546639,,,,,,0
897,8969,"Fox Rd at Beaverwood Dr",,35.871606,-78.551927,,,,,,0
898,8970,"Fox Rd at Fox Haven Pl",,35.871492,-78.553481,,,,,,0
899,8971,"Fox Rd at Jeffreys Creek Ln",,35.871235,-78.556084,,,,,,0
900,8972,"Fox Rd at Town Dr",,35.868572,-78.560459,,,,,,0
901,8973,"Fox Rd at Segal Dr",,35.867412,-78.564057,,,,,,0
902,8974,"Fox Rd at Sterling Town Center Apartments",,35.867429,-78.567418,,,,,,0
903,8975,"Sumner Blvd at Triangle Town Blvd",,35.863439,-78.571942,,,,,,0
904,8976,"Perry Creek Rd at Capital Blvd",,35.891975,-78.557908,,,,,,0
905,8977,"Edwards Mill Rd at Carriage Dr (SB)",,35.831289,-78.700271,,,,,,0
906,8978,"Blue Ridge Rd at Crabtree Valley Ave",,35.835960,-78.675469,,,,,,0
907,8980,"Corporation Pkwy at New Hope Rd",,35.803144,-78.565436,,,,,,0
908,8981,"Rush St at Hammond Rd (near side)",,35.742544,-78.639349,,,,,,0
909,9000,"Raleigh Union Station",,35.777538,-78.646168,,,,,,0
910,9015,"Six Forks Rd at Mourning Dove Rd",,35.881590,-78.646040,,,,,,0
911,9017,"Belmont Dr at Glenbrook Dr",,35.766200,-78.603680,,,,,,0
912,9046,"Atlantic Ave at Dixie Forest Rd",,35.862860,-78.598780,,,,,,0
913,9047,"Spring Forest Rd at Dixie Forest Rd (WB)",,35.861644,-78.600797,,,,,,0
914,9048,"Spring Forest Rd at Quail Ridge Rd (WB)",,35.864283,-78.603949,,,,,,0
915,9049,"Spring Forest Rd at Exchange Park (WB)",,35.866498,-78.607810,,,,,,0
916,9050,"Volant Dr at Hemphill Dr",,35.865990,-78.613448,,,,,,0
917,9051,"Avent Ferry Rd at Crab Orchard Dr",,35.766943,-78.701654,,,,,,0
918,9052,"Athens Dr at Avent Ferry Rd - Athen",,35.769004,-78.709249,,,,,,0
919,9053,"Athens Dr at Smithdale Dr",,35.771776,-78.714074,,,,,,0
920,9054,"Athens Dr at Bouree Ct",,35.776621,-78.719609,,,,,,0
921,9055,"Jones Franklin Rd at Barringer Dr (North)",,35.778304,-78.721660,,,,,,0
922,9056,"Jones Franklin Rd at Barringer Dr (South)",,35.775170,-78.722158,,,,,,0
923,9057,"Fort Sumter Rd at Jones Franklin Rd",,35.772972,-78.723336,,,,,,0
924,9058,"Dana Dr at Fort Sumter Rd",,35.773989,-78.727323,,,,,,0
925,9059,"Dana Dr at Brook Hill Apts (across)",,35.772203,-78.728143,,,,,,0
926,9060,"Buck Jones Rd at Bashford Rd",,35.776642,-78.732350,,,,,,0
927,9061,"Buck Jones Rd at Portree Pl",,35.779855,-78.729801,,,,,,0
928,9062,"Buck Jones Rd at Fieldspring Ln",,35.783427,-78.723776,,,,,,0
929,9063,"Jones Franklin Rd at Buck Jones Rd",,35.784154,-78.721795,,,,,,0
930,9064,"Western Blvd at Carolina Ave",,35.786360,-78.716530,,,,,,0
931,9065,"Western Blvd at Heather Dr",,35.786404,-78.713748,,,,,,0
932,9066,"Western Blvd at Deboy St",,35.785869,-78.706524,,,,,,0
933,9067,"Western Blvd at Schaub Dr",,35.784918,-78.703665,,,,,,0
934,9068,"Schaub Dr at Sandlin Pl",,35.782844,-78.704069,,,,,,0
936,9070,"Schaub Dr at Deboy St",,35.782151,-78.706196,,,,,,0
937,9071,"Deboy St at Driftwood Dr",,35.781916,-78.707784,,,,,,0
939,9073,"Kaplan Dr at Pineview Dr",,35.775089,-78.710624,,,,,,0
940,9074,"Kaplan Dr at Swallow Dr",,35.773131,-78.713834,,,,,,0
941,9079,"Western Blvd at Nazareth St",,35.779998,-78.673458,,,,,,0
942,9089,"Athens Dr at Jones Franklin Rd",,35.779064,-78.720941,,,,,,0
943,9090,"Athens Dr at Smithdale Dr",,35.771704,-78.714262,,,,,,0
944,9091,"Athens Dr at Pauls Rd (Lake Johnson)",,35.770281,-78.711559,,,,,,0
945,9092,"Avent Ferry Rd at Lake Dam Rd",,35.766769,-78.705554,,,,,,0
946,9093,"Avent Ferry Rd at Crab Orchard Dr",,35.766744,-78.701034,,,,,,0
947,9098,"New Hope Church Rd at Wake Forest Rd (EB)",,35.835680,-78.610410,,,,,,0
948,9099,"New Hope Church Rd at Atlantic Ave (EB)",,35.834410,-78.604090,,,,,,0
949,9100,"New Hope Church Rd at Brinkley Dr",,35.835280,-78.597120,,,,,,0
950,9101,"New Hope Church Rd at Huntleigh Dr",,35.835660,-78.594690,,,,,,0
951,9102,"Green Rd at New Hope Church Rd",,35.835780,-78.592900,,,,,,0
952,9104,"Green Rd at Greenock Dr (NB)",,35.838877,-78.591349,,,,,,0
953,9105,"Green Rd at Kilcullen Dr",,35.842450,-78.589530,,,,,,0
954,9106,"Green Rd at Hallmark Pl (NB)",,35.849106,-78.586395,,,,,,0
955,9107,"New Hope Rd at Capital Blvd",,35.849929,-78.579133,,,,,,0
956,9111,"Spring Forest Rd at Casa Del Ray Dr",,35.855340,-78.576770,,,,,,0
957,9112,"Hollenden Dr at Hylton Dr",,35.852830,-78.575390,,,,,,0
958,9113,"Hollenden Dr at Pebble Beach Dr",,35.851120,-78.575874,,,,,,0
959,9114,"New Hope Rd at Green Acres Rd",,35.850049,-78.578732,,,,,,0
960,9115,"E Millbrook Rd at Signett Dr",,35.849790,-78.583160,,,,,,0
961,9116,"Green Rd at Hallmark Pl (SB)",,35.846000,-78.587260,,,,,,0
962,9117,"Green Rd at Kilcullen Dr",,35.841951,-78.590099,,,,,,0
963,9118,"Green Rd at Brockton Dr",,35.838931,-78.591550,,,,,,0
964,9119,"Green Rd at New Hope Church Rd",,35.836300,-78.592860,,,,,,0
965,9121,"New Hope Church Rd at Brentwood Rd (WB)",,35.835050,-78.599880,,,,,,0
966,9122,"New Hope Church Rd at Atlantic Ave (WB)",,35.834650,-78.602740,,,,,,0
967,9123,"New Hope Church Rd at Wake Forest Rd (Walmart)",,35.835840,-78.610380,,,,,,0
968,9124,"E Martin St at Chavis Way",,35.776580,-78.631180,,,,,,0
969,9128,"Six Forks Rd at Selby Dr",,35.821338,-78.628512,,,,,,0
970,9131,"Six Forks Rd at Millbrook Rd (OB)",,35.855519,-78.641512,,,,,,0
971,9145,"New Bern Ave at Trawick Rd (WB)",,35.798266,-78.575603,,,,,,0
972,9147,"E Lane St at Linden Ave",,35.783609,-78.629017,,,,,,0
973,9149,"N East St at E Lane St",,35.783519,-78.632015,,,,,,0
974,9151,"E Lane St at N East St",,35.783717,-78.631716,,,,,,0
975,9152,"Timber Dr at Dennis Ave",,35.799021,-78.613586,,,,,,0
976,9159,"Martin Luther King Jr Blvd at Gregg St",,35.767846,-78.626572,,,,,,0
977,9160,"Garner Rd at Bailey Dr",,35.754707,-78.631352,,,,,,0
978,9161,"Garner Rd at Warehouse Dr",,35.752092,-78.631248,,,,,,0
982,9165,"McDowell St at Davie St",,35.774981,-78.641951,,,,,,0
983,9168,"Sunnybrook Rd at Poole Rd (SB)",,35.772207,-78.583217,,,,,,0
984,9170,"Oberlin Rd at Clark Ave",,35.789707,-78.663116,,,,,,0
986,9174,"Peace St at Vaughn Ct",,35.788036,-78.639420,,,,,,0
987,9177,"Old Wake Forest Rd at Sumner Blvd",,35.867400,-78.588490,,,,,,0
988,9178,"Old Wake Forest Rd at Shadowland Crossing",,35.865620,-78.592180,,,,,,0
989,9179,"Sunnybrook Rd at Calumet Dr (WakeMed Medical Park)",,35.787003,-78.586464,,,,,,0
990,9181,"Oberlin Rd at Colonial Rd",,35.805496,-78.656480,,,,,,0
991,9182,"Little John Rd at St George Rd",,35.763543,-78.589040,,,,,,0
992,9183,"Bell Dr at Friar Tuck Rd",,35.766777,-78.585135,,,,,,0
993,9184,"Bell Dr at Edison Rd",,35.765659,-78.583908,,,,,,0
994,9186,"Poole Rd at Peyton St",,35.774767,-78.606068,,,,,,0
995,9187,"E Martin at S East St",,35.776642,-78.632766,,,,,,0
1001,9196,"E Bragg St at Garner Rd",,35.765761,-78.632117,,,,,,0
1002,9198,"S Person St at Bledsoe Ave",,35.768219,-78.635393,,,,,,0
1003,9200,"S Person St at Worth St",,35.770473,-78.635317,,,,,,0
1004,9201,"S Person St at Lenoir St",,35.772678,-78.635178,,,,,,0
1005,9203,"E Hargett St at Fayetteville St",,35.778323,-78.638953,,,,,,0
1006,9204,"E Martin St at S State St",,35.776357,-78.624072,,,,,,0
1007,9205,"S Tarboro Rd at E Hargett St (NB)",,35.777544,-78.622314,,,,,,0
1008,9206,"S Tarboro Rd at New Bern Ave",,35.779403,-78.622248,,,,,,0
1009,9207,"Bus Way at Poole Rd",,35.766871,-78.564037,,,,,,0
1010,9208,"Poole Rd at Bus Way",,35.768246,-78.565123,,,,,,0
1011,9209,"Poole Rd at Carya Dr (EB)",,35.767934,-78.568893,,,,,,0
1012,9217,"Glenbrook Dr at Ellerbe Ln",,35.767481,-78.603553,,,,,,0
1013,9218,"Glenbrook Dr at Dacian Rd (NB)",,35.768201,-78.602997,,,,,,0
1014,9219,"Glenbrook Dr at Fernbrook Rd (EB)",,35.769586,-78.601627,,,,,,0
1015,9220,"Glenbrook Dr at Martin Luther King Jr Blvd (NB)",,35.771605,-78.600350,,,,,,0
1016,9221,"Poole Rd at Carya Dr (WB)",,35.768113,-78.568976,,,,,,0
1017,9222,"Poole Rd at Shellum St",,35.775263,-78.607185,,,,,,0
1018,9223,"Poole Rd at Kennedy St",,35.776029,-78.609352,,,,,,0
1019,9225,"Poole Rd at Lightner Ln",,35.777544,-78.613389,,,,,,0
1020,9226,"Poole Rd at Fisher St",,35.778337,-78.615557,,,,,,0
1021,9227,"Poole Rd at Sunbury St",,35.779238,-78.617946,,,,,,0
1022,9229,"S Tarboro Rd at E Hargett St (SB)",,35.778587,-78.622423,,,,,,0
1023,9230,"E Hargett St at Camden St",,35.777886,-78.626252,,,,,,0
1024,9231,"E Hargett St at S Swain St",,35.778012,-78.629459,,,,,,0
1025,9232,"Beverly Dr at Carlisle St",,35.767600,-78.595209,,,,,,0
1026,9234,"E Martin St at S Swain St",,35.776516,-78.629039,,,,,,0
1027,9235,"S Tarboro Rd at E Martin St",,35.776079,-78.622524,,,,,,0
1028,9237,"E Hargett St at S East St",,35.778091,-78.631763,,,,,,0
1029,9238,"Poole Rd at Angier Ave",,35.776584,-78.611163,,,,,,0
1030,9239,"Lake Wheeler Rd at Grissom St",,35.765923,-78.653533,,,,,,0
1031,9244,"Poole Rd at Heath St",,35.778932,-78.617448,,,,,,0
1032,9246,"Poole Rd at Raleigh Blvd (EB)",,35.777760,-78.614307,,,,,,0
1033,9248,"Poole Rd at Lumpkin Rd",,35.777300,-78.613024,,,,,,0
1034,9250,"Poole Rd at Parnell Dr",,35.775750,-78.608832,,,,,,0
1035,9251,"Martin Luther King Jr Blvd at Glenbrook Dr (EB)",,35.772043,-78.600910,,,,,,0
1036,9253,"Martin Luther King Jr Blvd at Glenbrook Dr (WB)",,35.772230,-78.600958,,,,,,0
1037,9255,"Martin Luther King Jr Blvd at Peyton St (WB)",,35.771107,-78.606712,,,,,,0
1038,9256,"Poole Rd at Rose Ln (EB)",,35.772155,-78.597685,,,,,,0
1039,9257,"Peyton St at Melvid Ct (NB)",,35.772200,-78.606938,,,,,,0
1040,9258,"Poole Rd at Beverly Dr (EB)",,35.771439,-78.594655,,,,,,0
1041,9260,"Beverly Dr at Friar Tuck Rd (north)",,35.769375,-78.594556,,,,,,0
1042,9262,"Beverly Dr at Bromley St (SB)",,35.766005,-78.595188,,,,,,0
1043,9264,"Beverly Dr at Friar Tuck Rd (south)",,35.763941,-78.596339,,,,,,0
1044,9266,"Beverly Dr at Little John Rd",,35.762953,-78.596346,,,,,,0
1045,9268,"Little John Rd at Weston St",,35.763084,-78.593685,,,,,,0
1046,9270,"Little John Rd at Carlisle St",,35.763345,-78.591219,,,,,,0
1047,9274,"Cooper Rd at Bell Dr",,35.766643,-78.586418,,,,,,0
1048,9276,"Edison Rd at Sunnybrook Rd",,35.766029,-78.582813,,,,,,0
1049,9278,"Middle Branch Rd at Sunnybrook Rd (EB)",,35.765172,-78.580945,,,,,,0
1050,9280,"Birch Ridge Dr at Middle Branch Rd",,35.765567,-78.577118,,,,,,0
1051,9282,"Birch Ridge Dr at Rock Bridge Rd",,35.766666,-78.576963,,,,,,0
1052,9286,"Poole Rd at Sunnybrook Rd",,35.771544,-78.583563,,,,,,0
1053,9290,"Poole Rd at Rawls Dr (WB)",,35.772465,-78.587400,,,,,,0
1054,9292,"Poole Rd at Ralph Dr",,35.772610,-78.590618,,,,,,0
1055,9294,"Poole Rd at Donald Ross Dr",,35.772092,-78.592583,,,,,,0
1056,9296,"Poole Rd at Beverly Dr (WB)",,35.771620,-78.595173,,,,,,0
1057,9298,"Poole Rd at Rose Ln (WB)",,35.772332,-78.597815,,,,,,0
1058,9301,"E Millbrook Rd at Falls of Neuse Rd (WB)",,35.850761,-78.616307,,,,,,0
1059,9302,"Bellwood Ave at Clark Ave",,35.789580,-78.656418,,,,,,0
1060,9303,"Peace St at St Marys St (EB)",,35.788600,-78.651310,,,,,,0
1061,9305,"1281 Cross Link Rd",,35.749512,-78.618412,,,,,,0
1062,9306,"Poole Rd at Coke St",,35.776891,-78.611601,,,,,,0
1063,9308,"Norman Pl at Buck Jones Rd",,35.775061,-78.732687,,,,,,0
1064,9310,"Edwards Mill Rd at Glen Eden Dr (NB)",,35.833939,-78.697256,,,,,,0
1065,9311,"Calvary Dr at Louisburg Rd",,35.843100,-78.576620,,,,,,0
1066,9315,"E Lenoir St at Chavis Way",,35.772704,-78.631361,,,,,,0
1067,9316,"E Lenoir St at S Haywood St",,35.772637,-78.628250,,,,,,0
1068,9317,"E Lenoir St at S State St",,35.772516,-78.624632,,,,,,0
1070,9320,"Creedmoor Rd at Sherborne Pl (Magnolia Glen)",,35.853950,-78.680706,,,,,,0
